Age,Gender,Weight (kg),Height (cm),BMI,Activity Level,Dietary Goal,Daily Caloric Intake Goal (kcal),Diet Type,Allergies/Intolerances,Existing Health Conditions
37,female,61,162,23.24,active,weight loss,2334,regular,none,none
20,male,67,174,22.13,moderate,weight loss,2647,regular,none,none
46,male,92,181,28.08,active,maintenance,3326,low-carb,none,hypertension
27,female,60,176,19.37,moderate,weight loss,2218,regular,none,none
42,male,89,180,27.47,sedentary,weight loss,2287,vegan,none,none
25,female,55,170,19.03,sedentary,weight loss,1650,regular,none,diabetes
18,female,68,171,23.26,sedentary,weight loss,1834,regular,none,hypertension
35,female,73,159,28.88,moderate,maintenance,2269,regular,none,diabetes
20,female,63,157,25.56,sedentary,weight loss,1716,regular,none,none
37,male,87,201,21.53,sedentary,weight loss,2410,vegetarian,none,hypertension
37,male,69,176,22.28,sedentary,weight loss,1977,vegetarian,lactose,diabetes
46,female,73,154,30.78,moderate,maintenance,2171,vegan,none,none
30,female,71,171,24.28,moderate,muscle gain,2331,regular,none,none
27,female,63,162,24.01,sedentary,weight loss,1698,regular,none,none
28,female,66,156,27.12,sedentary,weight loss,1704,paleo,none,none
32,female,62,161,23.92,sedentary,weight loss,1657,regular,none,none
22,female,72,161,27.78,active,muscle gain,2617,regular,none,none
39,female,67,173,22.39,moderate,muscle gain,2223,regular,lactose,none
47,female,77,151,33.77,moderate,weight loss,2207,low-carb,none,diabetes
42,male,73,173,24.39,active,weight loss,2860,regular,none,none
31,male,94,181,28.69,active,muscle gain,3520,regular,none,none
43,female,57,160,22.27,moderate,maintenance,1990,regular,none,none
18,female,54,182,16.3,sedentary,weight loss,1719,regular,none,none
37,male,63,162,24.01,sedentary,weight loss,1800,regular,none,none
36,female,59,159,23.34,moderate,muscle gain,2061,regular,none,none
38,male,81,181,24.72,moderate,maintenance,2831,vegan,none,none
32,female,68,162,25.91,sedentary,muscle gain,1728,regular,none,none
36,female,64,171,21.89,moderate,muscle gain,2191,regular,none,none
26,female,82,164,30.49,moderate,maintenance,2482,regular,none,none
31,male,91,168,32.24,moderate,muscle gain,3003,regular,none,none
53,male,74,193,19.87,sedentary,muscle gain,2046,vegetarian,none,none
24,female,66,154,27.83,active,maintenance,2469,regular,none,diabetes
21,female,68,157,27.59,sedentary,weight loss,1766,regular,none,none
49,female,70,156,28.76,moderate,maintenance,2117,regular,none,none
41,female,73,181,22.28,active,weight loss,2598,vegan,none,none
53,male,83,186,23.99,active,weight loss,3091,regular,none,high cholesterol
28,male,67,174,22.13,moderate,weight loss,2576,regular,none,none
26,male,76,150,33.78,moderate,weight loss,2602,regular,none,none
27,female,76,176,24.54,moderate,weight loss,2447,regular,gluten,none
47,female,62,186,17.92,moderate,maintenance,2160,regular,gluten,none
20,male,80,169,28.01,active,muscle gain,3204,regular,gluten,none
40,female,65,179,20.29,sedentary,weight loss,1716,regular,none,diabetes
37,male,77,167,27.61,active,weight loss,2952,regular,none,none
24,female,64,169,22.41,moderate,muscle gain,2262,regular,none,hypertension
42,female,70,153,29.9,active,weight loss,2393,regular,none,none
25,male,80,171,27.36,moderate,muscle gain,2850,regular,none,high cholesterol
43,female,59,171,20.18,moderate,weight loss,2072,regular,none,none
41,female,55,159,21.76,moderate,weight loss,1970,regular,none,none
32,male,77,183,22.99,moderate,maintenance,2816,vegan,none,none
30,female,66,171,22.57,active,muscle gain,2515,vegan,none,high cholesterol
39,female,56,167,20.08,moderate,maintenance,2037,regular,none,high cholesterol
41,male,66,167,23.67,sedentary,muscle gain,1849,regular,none,hypertension
18,female,76,146,35.65,sedentary,muscle gain,1830,vegetarian,none,hypertension
18,male,83,164,30.86,moderate,muscle gain,2922,regular,none,none
36,male,82,162,31.25,sedentary,weight loss,2112,regular,none,none
29,female,64,167,22.95,sedentary,muscle gain,1717,vegan,none,high cholesterol
26,female,71,152,30.73,moderate,maintenance,2267,regular,gluten,none
39,male,55,185,16.07,moderate,maintenance,2312,regular,none,none
19,male,73,191,20.01,sedentary,maintenance,2250,regular,none,none
32,male,86,185,25.13,moderate,muscle gain,3017,regular,none,none
30,female,68,149,30.63,sedentary,weight loss,1690,regular,none,hypertension
21,female,49,159,19.38,sedentary,maintenance,1563,regular,none,high cholesterol
18,male,74,156,30.41,moderate,maintenance,2676,regular,none,diabetes
38,male,67,166,24.31,moderate,weight loss,2429,regular,none,none
33,female,65,175,21.22,moderate,weight loss,2244,vegetarian,none,none
23,male,72,176,23.24,active,weight loss,3048,regular,none,diabetes
29,female,56,163,21.08,moderate,maintenance,2084,low-carb,none,none
39,male,90,191,24.67,sedentary,maintenance,2387,regular,none,none
33,female,72,171,24.62,active,weight loss,2588,vegetarian,lactose,none
36,male,66,201,16.34,sedentary,maintenance,2079,regular,none,diabetes
27,male,91,177,29.05,active,weight loss,3456,vegetarian,none,hypertension
31,male,53,170,18.34,active,muscle gain,2481,keto,none,none
47,female,74,160,28.91,moderate,maintenance,2207,regular,none,none
37,male,75,173,25.06,active,muscle gain,2955,regular,shellfish,high cholesterol
40,male,75,163,28.23,active,weight loss,2843,regular,shellfish,none
28,female,58,156,23.83,moderate,maintenance,2086,regular,none,none
28,male,107,170,37.02,sedentary,maintenance,2614,regular,none,none
33,male,82,169,28.71,moderate,weight loss,2806,regular,none,none
29,female,65,161,25.08,active,weight loss,2453,vegan,none,none
34,male,76,177,24.26,sedentary,maintenance,2116,regular,none,none
19,female,68,159,26.9,sedentary,weight loss,1784,regular,none,diabetes
31,female,53,160,20.7,sedentary,weight loss,1559,vegan,lactose,none
25,male,84,173,28.07,moderate,maintenance,2948,keto,none,none
32,male,99,167,35.5,sedentary,muscle gain,2441,regular,none,diabetes
24,male,84,177,26.81,sedentary,weight loss,2312,regular,none,none
31,male,74,163,27.85,moderate,weight loss,2613,vegetarian,none,high cholesterol
35,male,110,148,50.22,sedentary,muscle gain,2488,regular,none,none
34,female,67,172,22.65,moderate,maintenance,2252,regular,none,high cholesterol
28,male,85,182,25.66,moderate,weight loss,3009,regular,none,none
34,female,61,179,19.04,sedentary,muscle gain,1703,regular,none,diabetes
43,male,54,190,14.96,moderate,maintenance,2293,regular,none,high cholesterol
42,female,52,145,24.73,moderate,muscle gain,1853,regular,none,none
18,female,63,162,24.01,sedentary,maintenance,1745,vegan,none,none
24,male,84,178,26.51,moderate,muscle gain,2994,regular,none,diabetes
47,male,73,168,25.86,active,maintenance,2770,regular,shellfish,none
40,female,61,165,22.41,sedentary,maintenance,1620,regular,none,none
48,male,75,174,24.77,moderate,muscle gain,2566,vegetarian,none,hypertension
31,female,73,164,27.14,moderate,muscle gain,2320,vegetarian,none,diabetes
23,male,78,177,24.9,moderate,muscle gain,2871,regular,none,none
18,male,78,176,25.18,moderate,muscle gain,2907,regular,none,none
43,male,87,173,29.07,active,weight loss,3174,regular,none,none
44,female,57,152,24.67,moderate,weight loss,1945,keto,none,none
20,female,73,180,22.53,sedentary,weight loss,1912,regular,nuts,diabetes
31,female,71,153,30.33,active,maintenance,2491,regular,none,hypertension
31,male,85,189,23.8,sedentary,maintenance,2350,regular,none,hypertension
40,female,74,168,26.22,sedentary,muscle gain,1775,keto,none,none
49,male,72,170,24.91,active,weight loss,2744,regular,none,hypertension
28,male,81,173,27.06,sedentary,weight loss,2214,vegan,gluten,none
47,male,55,175,17.96,active,maintenance,2412,regular,none,none
49,female,69,157,27.99,sedentary,weight loss,1632,regular,none,none
39,male,85,179,26.53,moderate,maintenance,2890,regular,none,none
44,female,54,180,16.67,moderate,weight loss,2037,regular,none,none
39,female,86,168,30.47,sedentary,muscle gain,1913,regular,shellfish,hypertension
18,male,83,176,26.79,sedentary,maintenance,2331,regular,none,none
51,female,53,171,18.13,moderate,weight loss,1932,regular,none,diabetes
39,male,60,171,20.52,sedentary,maintenance,1790,regular,none,none
50,female,68,173,22.72,sedentary,weight loss,1675,regular,none,none
35,female,74,159,29.27,moderate,maintenance,2283,regular,none,none
26,male,71,166,25.77,sedentary,maintenance,2026,regular,none,none
35,female,72,162,27.43,sedentary,weight loss,1756,vegan,gluten,none
28,male,59,181,18.01,moderate,weight loss,2462,regular,shellfish,hypertension
41,female,68,159,26.9,active,weight loss,2400,vegan,none,diabetes
41,female,60,151,26.31,moderate,maintenance,2004,regular,none,none
38,male,79,186,22.84,moderate,maintenance,2827,regular,nuts,none
32,female,60,163,22.58,sedentary,weight loss,1643,regular,none,none
29,female,56,164,20.82,sedentary,weight loss,1618,paleo,gluten,none
39,male,68,176,21.95,sedentary,maintenance,1947,vegan,lactose,none
32,male,79,159,31.25,moderate,maintenance,2679,regular,none,none
18,male,84,183,25.08,moderate,maintenance,3084,regular,none,none
43,male,73,189,20.44,active,muscle gain,2983,regular,nuts,none
43,female,68,166,24.68,moderate,weight loss,2177,regular,none,none
32,female,60,166,21.77,sedentary,weight loss,1654,low-carb,none,none
35,male,85,164,31.6,active,weight loss,3132,regular,none,diabetes
18,male,93,193,24.97,moderate,weight loss,3345,regular,nuts,none
33,female,60,178,18.94,moderate,weight loss,2187,regular,none,none
39,male,92,171,31.46,active,weight loss,3312,vegetarian,none,none
34,male,87,177,27.77,moderate,maintenance,2961,regular,shellfish,none
63,male,60,161,23.15,active,maintenance,2255,vegetarian,none,none
32,male,66,178,20.83,active,weight loss,2838,regular,none,diabetes
43,male,84,157,34.08,moderate,weight loss,2671,regular,none,diabetes
54,female,62,185,18.12,sedentary,muscle gain,1632,vegan,none,hypertension
51,male,82,180,25.31,moderate,maintenance,2730,keto,none,none
34,male,90,164,33.46,moderate,maintenance,2927,vegan,none,high cholesterol
38,female,64,158,25.64,active,maintenance,2353,regular,none,none
29,male,78,170,26.99,sedentary,weight loss,2141,regular,shellfish,none
28,female,64,167,22.95,moderate,weight loss,2225,regular,shellfish,none
40,male,80,174,26.42,active,maintenance,3050,regular,none,hypertension
36,male,105,181,32.05,sedentary,maintenance,2591,regular,none,none
29,male,63,161,24.3,moderate,weight loss,2388,vegan,none,none
30,male,70,167,25.1,sedentary,maintenance,1989,low-carb,none,none
19,male,74,189,20.72,sedentary,muscle gain,2255,vegan,none,none
29,female,64,156,26.3,moderate,maintenance,2166,regular,none,none
31,female,66,171,22.57,sedentary,muscle gain,1744,regular,gluten,none
28,male,74,160,28.91,moderate,weight loss,2617,regular,none,hypertension
26,female,65,169,22.76,moderate,weight loss,2262,keto,none,none
47,male,82,174,27.08,active,weight loss,3028,vegetarian,none,none
47,male,58,166,21.05,sedentary,weight loss,1674,regular,none,high cholesterol
19,female,70,181,21.37,sedentary,weight loss,1888,regular,none,diabetes
41,male,69,183,20.6,active,maintenance,2860,regular,none,none
22,male,68,155,28.3,active,weight loss,2792,regular,none,none
20,female,58,183,17.32,moderate,weight loss,2270,regular,none,hypertension
26,male,76,169,26.61,active,weight loss,3053,regular,none,none
30,male,68,172,22.99,sedentary,weight loss,1985,regular,none,none
26,female,59,162,22.48,moderate,weight loss,2143,regular,none,high cholesterol
18,male,95,175,31.02,moderate,weight loss,3253,regular,none,diabetes
22,female,60,173,20.05,moderate,muscle gain,2237,regular,none,diabetes
46,male,83,173,27.73,sedentary,maintenance,2123,regular,none,none
40,female,63,157,25.56,moderate,weight loss,2082,regular,none,none
30,male,87,173,29.07,moderate,weight loss,2966,regular,none,none
28,female,68,161,26.23,sedentary,maintenance,1745,regular,none,none
40,male,67,170,23.18,active,weight loss,2716,regular,none,diabetes
20,male,76,156,31.23,moderate,weight loss,2700,regular,none,hypertension
52,male,91,167,32.63,moderate,muscle gain,2811,regular,none,none
33,female,76,169,26.61,moderate,weight loss,2373,regular,none,none
18,male,98,174,32.37,sedentary,maintenance,2561,regular,none,none
53,male,100,171,34.2,moderate,muscle gain,3019,regular,none,none
38,male,80,169,28.01,moderate,maintenance,2721,regular,none,none
39,female,56,162,21.34,active,weight loss,2240,regular,none,hypertension
32,female,70,176,22.6,active,muscle gain,2590,vegetarian,none,none
18,male,85,169,29.76,active,weight loss,3340,regular,gluten,none
25,female,58,164,21.56,moderate,weight loss,2145,vegan,gluten,diabetes
44,male,77,165,28.28,active,muscle gain,2867,regular,none,none
38,female,68,173,22.72,active,maintenance,2497,regular,none,none
34,female,70,151,30.7,moderate,weight loss,2194,regular,none,none
53,female,60,167,21.51,sedentary,weight loss,1548,regular,none,none
34,female,55,163,20.7,sedentary,muscle gain,1577,regular,none,none
26,female,65,194,17.27,moderate,weight loss,2382,regular,none,none
20,female,61,152,26.4,active,maintenance,2408,regular,none,hypertension
48,male,83,171,28.38,moderate,weight loss,2710,regular,none,none
18,male,83,175,27.1,active,weight loss,3343,regular,none,none
27,male,83,178,26.2,active,weight loss,3280,regular,none,none
25,male,75,183,22.4,sedentary,muscle gain,2195,vegetarian,none,none
27,male,94,180,29.01,active,muscle gain,3550,regular,none,none
38,male,75,164,27.89,moderate,weight loss,2580,regular,none,hypertension
24,female,60,170,20.76,sedentary,maintenance,1710,regular,gluten,none
22,male,66,166,23.95,moderate,maintenance,2549,regular,none,hypertension
56,male,74,184,21.86,moderate,weight loss,2550,vegetarian,none,none
18,male,67,177,21.39,moderate,muscle gain,2686,vegetarian,none,none
26,female,58,168,20.55,moderate,maintenance,2157,regular,gluten,diabetes
55,female,68,176,21.95,active,weight loss,2387,regular,none,none
34,female,65,184,19.2,moderate,maintenance,2281,paleo,none,none
51,female,72,170,24.91,active,weight loss,2448,keto,none,none
32,male,65,171,22.23,active,weight loss,2757,regular,none,none
31,male,71,181,21.67,active,muscle gain,2988,regular,none,none
28,male,79,154,33.31,active,weight loss,2979,regular,none,none
38,male,103,177,32.88,active,maintenance,3626,regular,none,diabetes
28,female,67,163,25.22,moderate,muscle gain,2249,regular,none,diabetes
46,male,60,193,16.11,sedentary,maintenance,1869,regular,none,none
29,male,74,166,26.85,moderate,maintenance,2653,regular,none,none
36,male,71,168,25.16,sedentary,maintenance,1970,regular,none,hypertension
50,male,76,164,28.26,sedentary,maintenance,1932,vegetarian,none,high cholesterol
18,female,58,150,25.78,sedentary,weight loss,1645,regular,none,none
32,male,73,177,23.3,sedentary,maintenance,2081,vegetarian,none,diabetes
37,female,77,153,32.89,sedentary,muscle gain,1768,regular,none,high cholesterol
29,male,72,159,28.48,moderate,muscle gain,2560,regular,shellfish,high cholesterol
37,female,66,159,26.11,sedentary,maintenance,1668,regular,none,none
45,female,82,165,30.12,sedentary,muscle gain,1827,regular,none,hypertension
27,male,90,170,31.14,active,maintenance,3375,keto,none,none
48,female,57,160,22.27,moderate,weight loss,1957,regular,none,none
30,male,76,180,23.46,active,weight loss,3105,regular,none,none
36,female,45,161,17.36,active,weight loss,2081,regular,none,high cholesterol
40,female,62,169,21.71,moderate,weight loss,2125,regular,none,none
39,male,86,157,34.89,sedentary,maintenance,2127,keto,none,none
18,female,68,168,24.09,sedentary,maintenance,1823,keto,none,hypertension
47,female,71,170,24.57,sedentary,weight loss,1713,regular,none,none
34,male,76,182,22.94,sedentary,maintenance,2144,regular,gluten,high cholesterol
34,male,60,168,21.26,moderate,maintenance,2333,regular,shellfish,none
23,male,72,181,21.98,active,weight loss,3089,regular,none,none
34,female,64,158,25.64,moderate,weight loss,2142,vegetarian,none,none
44,female,81,138,42.53,moderate,weight loss,2222,regular,none,none
18,female,62,146,29.09,sedentary,maintenance,1674,regular,none,none
37,male,74,170,25.61,moderate,muscle gain,2613,vegetarian,none,hypertension
48,female,49,157,19.88,moderate,muscle gain,1828,regular,none,none
31,female,66,196,17.18,sedentary,maintenance,1837,regular,none,none
41,female,65,159,25.71,moderate,weight loss,2114,regular,none,none
40,female,60,154,25.3,moderate,weight loss,2025,regular,none,none
38,male,71,191,19.46,active,weight loss,3002,regular,none,none
25,male,77,155,32.05,moderate,weight loss,2669,regular,none,none
47,female,63,160,24.61,active,weight loss,2281,regular,none,none
19,female,54,165,19.83,active,weight loss,2373,vegetarian,gluten,none
36,female,66,155,27.47,sedentary,muscle gain,1659,regular,none,none
31,female,69,185,20.16,moderate,muscle gain,2363,regular,none,high cholesterol
29,female,77,170,26.64,sedentary,muscle gain,1873,regular,lactose,none
24,male,46,164,17.1,active,maintenance,2338,regular,none,none
18,male,96,174,31.71,active,weight loss,3635,regular,nuts,none
41,male,89,164,33.09,moderate,weight loss,2844,regular,none,none
43,male,72,192,19.53,moderate,weight loss,2682,paleo,none,none
24,female,55,175,17.96,moderate,maintenance,2161,regular,none,none
33,male,74,169,25.91,active,maintenance,2938,vegan,none,none
37,female,55,161,21.22,moderate,weight loss,2007,regular,none,none
24,female,76,160,29.69,moderate,weight loss,2390,regular,none,hypertension
34,male,92,173,30.74,active,maintenance,3378,regular,none,diabetes
27,female,79,167,28.33,moderate,weight loss,2447,regular,none,none
28,female,64,167,22.95,sedentary,weight loss,1723,regular,none,none
38,female,62,168,21.97,sedentary,maintenance,1652,regular,none,diabetes
21,male,76,162,28.96,sedentary,maintenance,2118,regular,gluten,none
55,male,82,179,25.59,sedentary,muscle gain,2080,regular,none,none
47,male,75,177,23.94,sedentary,muscle gain,2011,regular,none,none
31,male,84,170,29.07,sedentary,muscle gain,2224,vegan,none,none
30,male,74,177,23.62,sedentary,weight loss,2111,vegan,none,none
36,male,68,181,20.76,sedentary,maintenance,1996,regular,none,high cholesterol
21,male,70,159,27.69,sedentary,weight loss,2004,regular,none,none
18,female,53,151,23.24,moderate,weight loss,2058,regular,gluten,none
40,female,58,159,22.94,sedentary,muscle gain,1564,regular,none,none
48,female,47,152,20.34,moderate,maintenance,1775,regular,none,none
39,female,56,167,20.08,sedentary,muscle gain,1577,keto,none,high cholesterol
27,male,71,163,26.72,moderate,maintenance,2586,vegetarian,none,none
29,male,89,201,22.03,moderate,maintenance,3225,regular,none,high cholesterol
27,female,73,178,23.04,active,muscle gain,2686,regular,none,none
39,male,82,156,33.69,moderate,weight loss,2657,regular,none,hypertension
29,female,59,193,15.84,moderate,weight loss,2272,regular,none,diabetes
40,male,79,185,23.08,moderate,maintenance,2802,regular,none,none
24,female,62,166,22.5,sedentary,weight loss,1718,regular,none,high cholesterol
34,male,82,186,23.7,moderate,weight loss,2924,keto,gluten,none
27,male,88,173,29.4,moderate,weight loss,3014,regular,nuts,none
18,female,53,178,16.73,moderate,weight loss,2187,regular,none,none
36,female,71,153,30.33,moderate,maintenance,2204,vegan,none,hypertension
36,female,68,165,24.98,moderate,weight loss,2219,vegan,none,none
32,female,55,169,19.26,moderate,weight loss,2079,regular,none,hypertension
23,male,74,162,28.2,sedentary,weight loss,2072,low-carb,nuts,none
26,male,91,173,30.41,moderate,maintenance,3085,regular,none,none
18,male,83,169,29.06,sedentary,weight loss,2291,regular,gluten,none
45,male,64,180,19.75,active,weight loss,2681,vegan,none,none
28,male,68,151,29.82,active,maintenance,2700,regular,none,none
36,male,71,184,20.97,moderate,weight loss,2663,regular,none,hypertension
35,female,71,144,34.24,sedentary,maintenance,1678,regular,none,high cholesterol
19,female,36,164,13.38,active,weight loss,2081,regular,none,high cholesterol
36,female,70,162,26.67,moderate,maintenance,2233,regular,nuts,hypertension
21,male,72,176,23.24,moderate,muscle gain,2756,regular,shellfish,diabetes
33,female,56,158,22.43,active,weight loss,2263,vegetarian,nuts,none
42,female,57,180,17.59,sedentary,muscle gain,1621,vegetarian,none,none
24,male,77,176,24.86,moderate,weight loss,2834,regular,none,none
51,female,64,156,26.3,sedentary,maintenance,1562,regular,none,none
36,female,62,173,20.72,moderate,muscle gain,2172,regular,lactose,high cholesterol
19,female,51,165,18.73,moderate,maintenance,2090,regular,none,none
30,male,88,172,29.75,moderate,weight loss,2980,regular,none,none
39,female,66,160,25.78,moderate,weight loss,2146,regular,lactose,none
18,female,60,160,23.44,active,weight loss,2450,regular,none,none
24,female,71,151,31.14,active,maintenance,2532,regular,none,none
48,female,61,182,18.42,sedentary,maintenance,1641,regular,none,high cholesterol
26,female,69,140,35.2,sedentary,maintenance,1688,keto,gluten,high cholesterol
31,male,66,185,19.28,sedentary,weight loss,2021,regular,none,none
39,female,60,164,22.31,sedentary,maintenance,1610,regular,none,diabetes
37,female,81,152,35.06,moderate,weight loss,2336,regular,none,none
48,female,62,167,22.23,moderate,maintenance,2062,regular,none,high cholesterol
37,male,99,190,27.42,active,muscle gain,3651,regular,none,none
36,male,78,173,26.06,sedentary,weight loss,2111,regular,gluten,none
51,male,71,176,22.92,moderate,muscle gain,2472,low-carb,none,high cholesterol
34,male,86,195,22.62,sedentary,maintenance,2380,regular,none,none
35,male,83,157,33.67,moderate,muscle gain,2720,regular,none,none
34,male,67,175,21.88,moderate,weight loss,2531,regular,none,diabetes
34,female,46,158,18.43,moderate,weight loss,1884,regular,none,none
37,male,80,175,26.12,moderate,muscle gain,2774,regular,lactose,diabetes
30,female,70,177,22.34,sedentary,muscle gain,1816,regular,none,hypertension
26,female,58,147,26.84,moderate,weight loss,2056,vegan,none,none
29,female,60,153,25.63,moderate,weight loss,2094,vegetarian,none,hypertension
42,female,60,155,24.97,sedentary,maintenance,1561,regular,none,none
41,female,70,165,25.71,active,muscle gain,2464,regular,none,none
40,female,55,167,19.72,sedentary,muscle gain,1560,regular,gluten,diabetes
18,female,69,148,31.5,active,muscle gain,2529,vegetarian,none,none
43,male,71,158,28.44,sedentary,weight loss,1864,vegan,none,diabetes
41,male,75,187,21.45,sedentary,maintenance,2109,regular,none,none
35,male,53,180,16.36,active,muscle gain,2525,regular,none,none
32,male,83,167,29.76,active,weight loss,3140,vegetarian,none,hypertension
39,female,60,155,24.97,moderate,maintenance,2036,vegan,lactose,none
36,male,79,182,23.85,moderate,weight loss,2814,regular,none,none
50,female,59,158,23.63,active,muscle gain,2184,regular,none,hypertension
39,female,58,163,21.83,active,weight loss,2277,vegetarian,none,none
41,female,68,166,24.68,active,muscle gain,2438,regular,none,none
43,male,54,188,15.28,moderate,weight loss,2278,regular,none,none
25,male,70,179,21.85,moderate,weight loss,2702,vegetarian,none,none
29,male,97,171,33.17,active,muscle gain,3526,vegan,none,diabetes
36,female,79,159,31.25,moderate,muscle gain,2348,vegan,none,none
35,female,68,159,26.9,moderate,weight loss,2197,regular,none,none
52,female,78,168,27.64,sedentary,weight loss,1757,regular,none,none
27,male,85,187,24.31,moderate,maintenance,3055,regular,none,hypertension
18,female,68,167,24.38,sedentary,maintenance,1819,regular,none,none
44,male,79,177,25.22,active,muscle gain,3012,regular,none,diabetes
32,female,54,164,20.08,moderate,weight loss,2040,regular,none,none
38,male,76,168,26.93,active,weight loss,2927,vegan,none,none
47,male,70,166,25.4,sedentary,weight loss,1867,regular,none,hypertension
51,male,70,177,22.34,sedentary,maintenance,1903,regular,none,none
40,male,77,190,21.33,active,maintenance,3113,regular,none,hypertension
34,male,90,173,30.07,moderate,maintenance,2994,regular,none,hypertension
26,male,76,174,25.1,moderate,muscle gain,2781,regular,nuts,none
47,male,79,194,20.99,active,maintenance,3124,regular,gluten,none
28,female,63,166,22.86,sedentary,muscle gain,1708,vegan,none,none
40,female,65,158,26.04,moderate,maintenance,2116,regular,none,none
19,male,77,182,23.25,sedentary,weight loss,2263,regular,none,none
31,male,74,167,26.53,moderate,weight loss,2643,regular,none,none
55,male,71,185,20.75,moderate,weight loss,2503,regular,none,none
40,male,76,191,20.83,sedentary,weight loss,2155,regular,none,none
25,male,77,196,20.04,moderate,weight loss,2974,regular,none,none
58,female,54,166,19.6,moderate,maintenance,1876,regular,none,none
31,female,56,179,17.48,sedentary,weight loss,1663,regular,none,none
41,male,70,165,25.71,sedentary,weight loss,1902,regular,none,hypertension
30,male,64,179,19.97,moderate,weight loss,2533,regular,none,high cholesterol
44,female,62,164,23.05,sedentary,weight loss,1606,regular,gluten,none
32,male,77,176,24.86,sedentary,maintenance,2139,regular,none,diabetes
50,female,64,165,23.51,sedentary,muscle gain,1601,regular,none,none
41,female,74,158,29.64,moderate,weight loss,2238,vegan,none,none
28,female,67,158,26.84,sedentary,weight loss,1722,regular,none,hypertension
37,female,57,177,18.19,sedentary,weight loss,1635,regular,none,hypertension
58,female,60,164,22.31,sedentary,weight loss,1511,regular,shellfish,none
27,female,66,140,33.67,active,muscle gain,2371,regular,none,none
28,male,79,157,32.05,active,weight loss,3004,regular,none,none
41,male,82,169,28.71,sedentary,weight loss,2118,regular,none,high cholesterol
42,male,77,175,25.14,sedentary,weight loss,2066,regular,none,none
30,male,90,183,26.87,sedentary,weight loss,2402,regular,none,none
34,female,65,177,20.75,sedentary,weight loss,1740,regular,none,hypertension
26,female,64,149,28.83,sedentary,weight loss,1666,regular,gluten,none
49,male,72,175,23.51,moderate,maintenance,2503,keto,none,none
34,male,100,180,30.86,sedentary,maintenance,2519,low-carb,none,none
40,male,76,153,32.47,moderate,muscle gain,2501,regular,none,none
42,male,81,164,30.12,moderate,maintenance,2669,vegetarian,nuts,high cholesterol
51,male,67,161,25.85,sedentary,muscle gain,1763,regular,none,none
43,male,74,184,21.86,sedentary,maintenance,2062,regular,none,diabetes
39,male,84,180,25.93,moderate,maintenance,2877,regular,shellfish,none
44,male,80,184,23.63,active,muscle gain,3094,regular,none,high cholesterol
24,female,71,163,26.72,sedentary,weight loss,1806,regular,none,none
42,female,61,170,21.11,moderate,maintenance,2103,regular,none,none
36,male,67,162,25.53,moderate,weight loss,2416,regular,none,none
34,male,65,189,18.2,active,weight loss,2886,low-carb,gluten,hypertension
31,female,71,150,31.56,sedentary,maintenance,1722,vegan,none,high cholesterol
59,male,55,177,17.56,active,muscle gain,2311,regular,none,none
33,male,79,170,27.34,active,muscle gain,3062,regular,none,diabetes
28,female,69,164,25.65,moderate,weight loss,2282,vegan,gluten,hypertension
25,male,84,175,27.43,sedentary,weight loss,2294,regular,none,diabetes
31,female,70,163,26.35,active,maintenance,2528,vegetarian,none,high cholesterol
32,female,56,178,17.67,moderate,muscle gain,2136,vegetarian,none,none
46,male,79,163,29.73,sedentary,weight loss,2001,regular,none,none
28,female,67,160,26.17,moderate,weight loss,2234,regular,none,hypertension
60,male,83,190,22.99,moderate,weight loss,2746,regular,none,none
49,male,81,179,25.28,moderate,muscle gain,2719,keto,gluten,none
32,female,62,163,23.34,sedentary,weight loss,1665,keto,none,none
29,female,57,162,21.72,sedentary,weight loss,1621,regular,none,hypertension
37,male,90,173,30.07,sedentary,maintenance,2297,vegetarian,none,none
30,female,71,158,28.44,sedentary,weight loss,1756,vegetarian,none,none
25,male,74,177,23.62,moderate,weight loss,2770,regular,none,none
28,female,66,183,19.71,moderate,muscle gain,2331,regular,none,none
51,male,91,168,32.24,moderate,weight loss,2828,low-carb,lactose,diabetes
38,male,63,186,18.21,moderate,maintenance,2494,regular,shellfish,none
32,female,60,154,25.3,moderate,weight loss,2078,regular,none,none
44,female,66,164,24.54,sedentary,weight loss,1651,paleo,none,high cholesterol
43,female,64,173,21.38,sedentary,weight loss,1667,vegetarian,none,high cholesterol
41,female,62,176,20.02,sedentary,maintenance,1666,regular,none,diabetes
44,male,76,187,21.73,sedentary,maintenance,2105,regular,none,none
29,female,57,168,20.2,moderate,weight loss,2123,regular,none,none
25,female,58,161,22.38,active,weight loss,2371,regular,none,none
27,male,77,179,24.03,sedentary,weight loss,2191,vegan,none,none
25,female,68,173,22.72,moderate,weight loss,2331,regular,none,none
24,female,74,171,25.31,sedentary,weight loss,1869,regular,none,none
18,male,89,175,29.06,moderate,weight loss,3128,regular,none,none
35,male,82,181,25.03,moderate,muscle gain,2878,regular,none,none
41,male,72,155,29.97,sedentary,weight loss,1877,regular,none,none
45,male,65,171,22.23,sedentary,maintenance,1829,regular,none,none
18,male,74,186,21.39,sedentary,muscle gain,2244,regular,none,none
25,male,69,181,21.06,sedentary,maintenance,2087,regular,shellfish,none
19,male,67,167,24.02,sedentary,maintenance,2015,keto,none,none
29,female,63,167,22.59,active,muscle gain,2453,regular,none,none
34,female,60,150,26.67,sedentary,weight loss,1584,regular,nuts,high cholesterol
